company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_name,investor_region,funding_round_type,metric
Local Yokel Media,,,,,,,,,Local Yokel Media        
The Gilman Brothers Company,,,,,,,,,The Gilman Brothers Company        
Logicbroker,,,,,,,,,Logicbroker        
Imbera Electronics,,,,,,,,,Imbera Electronics        
Concilio Networks,,,,,,,,,Concilio Networks        
Coveroo,,,,,,,,,Coveroo        
Kanjoya,,,,,,,,,Kanjoya        
Fathom Online,,,,,,,,,Fathom Online        
Crispy Gamer,,,,,,,,,Crispy Gamer        
AirSage,,,,,,,,,AirSage        
Vivid Logic,,,,,,,,,Vivid Logic        
Celiro,,,,,,,,,Celiro        
Quovo,,,,,,,,,Quovo        
Dstillery (formerly Media6Degrees),,,,,,,,,Dstillery (formerly Media6Degrees)        
Punchbowl,,,,,,,,,Punchbowl        
Ticketfly,,,,,,,,,Ticketfly        
OggiFinogi,,,,,,,,,OggiFinogi        
Qwiki,,,,,,,,,Qwiki        
Scratch Music Group,,,,,,,,,Scratch Music Group        
Voxy,,,,,,,,,Voxy        
Zipmark,,,,,,,,,Zipmark        
TiqIQ,,,,,,,,,TiqIQ        
Datadog,,,,,,,,,Datadog        
Estimize,,,,,,,,,Estimize        
FieldLens,,,,,,,,,FieldLens        
True Office,,,,,,,,,True Office        
Simpli.fi,,,,,,,,,Simpli.fi        
OnDeck,,,,,,,,,OnDeck        
YouBeauty,,,,,,,,,YouBeauty        
Penguin Computing,,,,,,,,,Penguin Computing        
Clickability,,,,,,,,,Clickability        
Azaire Networks,,,,,,,,,Azaire Networks        
Silicon Genesis,,,,,,,,,Silicon Genesis        
Stellaris,,,,,,,,,Stellaris        
SoloPower,,,,,,,,,SoloPower        
Confluence Solar,,,,,,,,,Confluence Solar        
Firetide,,,,,,,,,Firetide        
Entone Technologies,,,,,,,,,Entone Technologies        
SugarSync,,,,,,,,,SugarSync        
Arisdyne Systems,,,,,,,,,Arisdyne Systems        
Jacked,,,,,,,,,Jacked        
LimeLife,,,,,,,,,LimeLife        
Rollstream,,,,,,,,,Rollstream        
Roundbox,,,,,,,,,Roundbox        
6th Sense Analytics,,,,,,,,,6th Sense Analytics        
UpdateLogic,,,,,,,,,UpdateLogic        
KnowledgeTree,,,,,,,,,KnowledgeTree        
Riskive,,,,,,,,,Riskive        
L2C,,,,,,,,,L2C        
Plastyc,,,,,,,,,Plastyc        
trueAnthem,,,,,,,,,trueAnthem        
Stupil,,,,,,,,,Stupil        
Martini Media Inc,,,,,,,,,Martini Media Inc        
EatStreet,,,,,,,,,EatStreet        
View Inc.,,,,,,,,,View Inc.        
VasoNova,,,,,,,,,VasoNova        
Justinmind,,,,,,,,,Justinmind        
Graphdive,,,,,,,,,Graphdive        
Mirna Therapeutics,,,,,,,,,Mirna Therapeutics        
Retrofit,,,,,,,,,Retrofit        
Urjanet,,,,,,,,,Urjanet        
invino,,,,,,,,,invino        
Outbox,,,,,,,,,Outbox        
Neurologix,,,,,,,,,Neurologix        
Datalogix,,,,,,,,,Datalogix        
LinkSmart,,,,,,,,,LinkSmart        
Risk I/O,,,,,,,,,Risk I/O        
Kahuna,,,,,,,,,Kahuna        
VictorOps,,,,,,,,,VictorOps        
KidZui,,,,,,,,,KidZui        
Incitor,,,,,,,,,Incitor        
Exagen Diagnostics,,,,,,,,,Exagen Diagnostics        
VeriTran,,,,,,,,,VeriTran        
Masterson Industries,,,,,,,,,Masterson Industries        
ABT Molecular Imaging,,,,,,,,,ABT Molecular Imaging        
Rehab Documentation,,,,,,,,,Rehab Documentation        
REACH Call,,,,,,,,,REACH Call        
"RiverGlass, Inc.",,,,,,,,,"RiverGlass, Inc.        "
Snocap,,,,,,,,,Snocap        
Bug Labs,,,,,,,,,Bug Labs        
TRAFFIQ,,,,,,,,,TRAFFIQ        
Grab Media,,,,,,,,,Grab Media        
Apreso Classroom,,,,,,,,,Apreso Classroom        
StatSheet,,,,,,,,,StatSheet        
Automated Insights,,,,,,,,,Automated Insights        
Photobucket,,,,,,,,,Photobucket        
Metreos Corporation,,,,,,,,,Metreos Corporation        
Storspeed,,,,,,,,,Storspeed        
Entellus Medical,,,,,,,,,Entellus Medical        
SuperDimension,,,,,,,,,SuperDimension        
Azelon Pharmaceuticals,,,,,,,,,Azelon Pharmaceuticals        
Brit + Co.,,,,,,,,,Brit + Co.        
Joyride App,,,,,,,,,Joyride App        
Semantra,,,,,,,,,Semantra        
Reata Pharmaceuticals,,,,,,,,,Reata Pharmaceuticals        
GigaCrete,,,,,,,,,GigaCrete        
Rypos,,,,,,,,,Rypos        
EnLink Geoenergy Services,,,,,,,,,EnLink Geoenergy Services        
Petra Solar,,,,,,,,,Petra Solar        
Gazelle,,,,,,,,,Gazelle        
Flywheel Software,,,,,,,,,Flywheel Software        
Taaz,,,,,,,,,Taaz        
GutCheck,,,,,,,,,GutCheck        
Shopgate,,,,,,,,,Shopgate        
Amedica,,,,,,,,,Amedica        
Bizanga,,,,,,,,,Bizanga        
CircuLite,,,,,,,,,CircuLite        
Miyowa,,,,,,,,,Miyowa        
Arkeia Software,,,,,,,,,Arkeia Software        
L4 Mobile,,,,,,,,,L4 Mobile        
Segway,,,,,,,,,Segway        
Scalent Systems,,,,,,,,,Scalent Systems        
Actiance,,,,,,,,,Actiance        
SolarReserve,,,,,,,,,SolarReserve        
Innovation Fuels,,,,,,,,,Innovation Fuels        
ZeroPoint Clean Tech,,,,,,,,,ZeroPoint Clean Tech        
LiquidHub,,,,,,,,,LiquidHub        
easy2comply (Dynasec),,,,,,,,,easy2comply (Dynasec)        
Digital Safety Technologies,,,,,,,,,Digital Safety Technologies        
DynamicOps,,,,,,,,,DynamicOps        
Spectraseis,,,,,,,,,Spectraseis        
Lanx,,,,,,,,,Lanx        
Merrimack Pharmaceuticals,,,,,,,,,Merrimack Pharmaceuticals        
WordWatch,,,,,,,,,WordWatch        
Plura Processing,,,,,,,,,Plura Processing        
QuikCycle,,,,,,,,,QuikCycle        
BDNA,,,,,,,,,BDNA        
Paxera,,,,,,,,,Paxera        
IT Trading,,,,,,,,,IT Trading        
Taboola,,,,,,,,,Taboola        
GroundMetrics,,,,,,,,,GroundMetrics        
Invicta Networks,,,,,,,,,Invicta Networks        
WeVideo,,,,,,,,,WeVideo        
A&G Pharmaceutical,,,,,,,,,A&G Pharmaceutical        
iSchool Campus,,,,,,,,,iSchool Campus        
iConclude,,,,,,,,,iConclude        
Lightning Gaming,,,,,,,,,Lightning Gaming        
Profectus Biosciences,,,,,,,,,Profectus Biosciences        
GenomeQuest,,,,,,,,,GenomeQuest        
Health Market Science,,,,,,,,,Health Market Science        
Voxware,,,,,,,,,Voxware        
Interactions Corporation,,,,,,,,,Interactions Corporation        
Rootstock Software,,,,,,,,,Rootstock Software        
GenVault,,,,,,,,,GenVault        
Incipient,,,,,,,,,Incipient        
Kontiki,,,,,,,,,Kontiki        
IntegenX,,,,,,,,,IntegenX        
Docstoc,,,,,,,,,Docstoc        
GumGum,,,,,,,,,GumGum        
Circle Street,,,,,,,,,Circle Street        
Pulpo Media,,,,,,,,,Pulpo Media        
Postcard on the Run,,,,,,,,,Postcard on the Run        
Eventup,,,,,,,,,Eventup        
Plyfe,,,,,,,,,Plyfe        
JellyCloud,,,,,,,,,JellyCloud        
Mevio,,,,,,,,,Mevio        
AmberPoint,,,,,,,,,AmberPoint        
Plato Networks,,,,,,,,,Plato Networks        
iCurrent,,,,,,,,,iCurrent        
hi5,,,,,,,,,hi5        
SiOnyx,,,,,,,,,SiOnyx        
Bleacher Report,,,,,,,,,Bleacher Report        
DevonWay,,,,,,,,,DevonWay        
Giftiki,,,,,,,,,Giftiki        
TakeLessons,,,,,,,,,TakeLessons        
Scripped,,,,,,,,,Scripped        
Scripted,,,,,,,,,Scripted        
SET,,,,,,,,,SET        
RichRelevance,,,,,,,,,RichRelevance        
CPUsage,,,,,,,,,CPUsage        
Pearl.com,,,,,,,,,Pearl.com        
HomeLight,,,,,,,,,HomeLight        
Enigma Technologies,,,,,,,,,Enigma Technologies        
Hired,,,,,,,,,Hired        
Aktino,,,,,,,,,Aktino        
Cloud9,,,,,,,,,Cloud9        
Tarari,,,,,,,,,Tarari        
Bivio Networks,,,,,,,,,Bivio Networks        
Kala Pharmaceuticals,,,,,,,,,Kala Pharmaceuticals        
Wavii,,,,,,,,,Wavii        
Milk,,,,,,,,,Milk        
GoPollGo,,,,,,,,,GoPollGo        
Socialware,,,,,,,,,Socialware        
YouMail,,,,,,,,,YouMail        
Karma,,,,,,,,,Karma        
Voxer LLC,,,,,,,,,Voxer LLC        
Exec,,,,,,,,,Exec        
Creative Market,,,,,,,,,Creative Market        
Yext,,,,,,,,,Yext        
famo.us,,,,,,,,,famo.us        
Twice,,,,,,,,,Twice        
YourMechanic,,,,,,,,,YourMechanic        
Kidaptive,,,,,,,,,Kidaptive        
about.me,,,,,,,,,about.me        
Rabbit,,,,,,,,,Rabbit        
imgIX,,,,,,,,,imgIX        
BackOps,,,,,,,,,BackOps        
Global Analytics,,,,,,,,,Global Analytics        
Active International,,,,,,,,,Active International        
Game Trust,,,,,,,,,Game Trust        
BookBag,,,,,,,,,BookBag        
Soane Energy,,,,,,,,,Soane Energy        
Five Star Technologies,,,,,,,,,Five Star Technologies        
PlanetTran,,,,,,,,,PlanetTran        
ScrollMotion,,,,,,,,,ScrollMotion        
Stylesight,,,,,,,,,Stylesight        
Livefyre,,,,,,,,,Livefyre        
ShapeUp,,,,,,,,,ShapeUp        
Knovel,,,,,,,,,Knovel        
Yapp,,,,,,,,,Yapp        
LongTail Video,,,,,,,,,LongTail Video        
Yurbuds,,,,,,,,,Yurbuds        
Harvest Automation,,,,,,,,,Harvest Automation        
Rivertop Renewables,,,,,,,,,Rivertop Renewables        
Machine Talker,,,,,,,,,Machine Talker        
Moz,,,,,,,,,Moz        
Fanzter,,,,,,,,,Fanzter        
Imagekind,,,,,,,,,Imagekind        
Power Analog Microelectronics,,,,,,,,,Power Analog Microelectronics        
AnyPerk,,,,,,,,,AnyPerk        
Beatrobo,,,,,,,,,Beatrobo        
Hapyrus,,,,,,,,,Hapyrus        
KAIZEN platform,,,,,,,,,KAIZEN platform        
Sofie Biosciences,,,,,,,,,Sofie Biosciences        
American Aerogel,,,,,,,,,American Aerogel        
Visualtising,,,,,,,,,Visualtising        
GiftCard.com,,,,,,,,,GiftCard.com        
Circular Energy,,,,,,,,,Circular Energy        
PGP Corporation,,,,,,,,,PGP Corporation        
DotBlu,,,,,,,,,DotBlu        
Asetek,,,,,,,,,Asetek        
Silverpop,,,,,,,,,Silverpop        
PanTerra Networks,,,,,,,,,PanTerra Networks        
Tapjoy,,,,,,,,,Tapjoy        
TownHog,,,,,,,,,TownHog        
EPAM Systems,,,,,,,,,EPAM Systems        
Panraven,,,,,,,,,Panraven        
Collecta,,,,,,,,,Collecta        
Ticket Evolution,,,,,,,,,Ticket Evolution        
NComputing,,,,,,,,,NComputing        
Raptor Pharmaceuticals,,,,,,,,,Raptor Pharmaceuticals        
Aggregate Knowledge,,,,,,,,,Aggregate Knowledge        
Crackle,,,,,,,,,Crackle        
Xoom Corporation,,,,,,,,,Xoom Corporation        
Pinger,,,,,,,,,Pinger        
SearchMe,,,,,,,,,SearchMe        
Clearwell Systems,,,,,,,,,Clearwell Systems        
PopularMedia,,,,,,,,,PopularMedia        
One True Media,,,,,,,,,One True Media        
Cooliris,,,,,,,,,Cooliris        
Stoke,,,,,,,,,Stoke        
Amyris Biotechnologies,,,,,,,,,Amyris Biotechnologies        
3VR,,,,,,,,,3VR        
StrongView,,,,,,,,,StrongView        
Wealthfront,,,,,,,,,Wealthfront        
Breathe Technologies,,,,,,,,,Breathe Technologies        
Eventbrite,,,,,,,,,Eventbrite        
Clickatell,,,,,,,,,Clickatell        
Birst,,,,,,,,,Birst        
Taulia,,,,,,,,,Taulia        
ChowNow,,,,,,,,,ChowNow        
Moonfrye,,,,,,,,,Moonfrye        
Soma Networks,,,,,,,,,Soma Networks        
Alice.com,,,,,,,,,Alice.com        
Stemina Biomarker Discovery,,,,,,,,,Stemina Biomarker Discovery        
Cape Wind,,,,,,,,,Cape Wind        
Verge Advisors,,,,,,,,,Verge Advisors        
Teambox,,,,,,,,,Teambox        
MongoHQ,,,,,,,,,MongoHQ        
Parse,,,,,,,,,Parse        
Kaggle,,,,,,,,,Kaggle        
Space Monkey,,,,,,,,,Space Monkey        
GetGoing,,,,,,,,,GetGoing        
Fliptop,,,,,,,,,Fliptop        
Qumulo,,,,,,,,,Qumulo        
MindSumo,,,,,,,,,MindSumo        
SRCH2,,,,,,,,,SRCH2        
Appurify,,,,,,,,,Appurify        
Declara,,,,,,,,,Declara        
Datri Health,,,,,,,,,Datri Health        
Smart Lunches,,,,,,,,,Smart Lunches        
Kitsy Lane,,,,,,,,,Kitsy Lane        
Vee24,,,,,,,,,Vee24        
Cognitive Match,,,,,,,,,Cognitive Match        
Gizmo5,,,,,,,,,Gizmo5        
Answers Corporation,,,,,,,,,Answers Corporation        
SIPphone,,,,,,,,,SIPphone        
NETpeas,,,,,,,,,NETpeas        
Talari Networks,,,,,,,,,Talari Networks        
FanTrail,,,,,,,,,FanTrail        
Quarri Technologies,,,,,,,,,Quarri Technologies        
Fisoc,,,,,,,,,Fisoc        
eCullet,,,,,,,,,eCullet        
MeeVee,,,,,,,,,MeeVee        
eMeter,,,,,,,,,eMeter        
Catalyst IT Services,,,,,,,,,Catalyst IT Services        
Sling Media,,,,,,,,,Sling Media        
Wikinvest,,,,,,,,,Wikinvest        
Caring.com,,,,,,,,,Caring.com        
RockYou,,,,,,,,,RockYou        
Spoke,,,,,,,,,Spoke        
MIOX,,,,,,,,,MIOX        
SignaCert,,,,,,,,,SignaCert        
Analogix Semiconductor,,,,,,,,,Analogix Semiconductor        
ApaceWave Technologies,,,,,,,,,ApaceWave Technologies        
Fastmobile,,,,,,,,,Fastmobile        
Coradiant,,,,,,,,,Coradiant        
Velox Semiconductor,,,,,,,,,Velox Semiconductor        
Vendavo,,,,,,,,,Vendavo        
TransLattice,,,,,,,,,TransLattice        
PapayaMobile,,,,,,,,,PapayaMobile        
Basis Science,,,,,,,,,Basis Science        
NoiseToys,,,,,,,,,NoiseToys        
Revel Systems,,,,,,,,,Revel Systems        
Appia,,,,,,,,,Appia        
Little Black Bag,,,,,,,,,Little Black Bag        
CENX,,,,,,,,,CENX        
FreedomPop,,,,,,,,,FreedomPop        
Green Throttle Games,,,,,,,,,Green Throttle Games        
Exablox,,,,,,,,,Exablox        
Nok Nok Labs,,,,,,,,,Nok Nok Labs        
Whistle,,,,,,,,,Whistle        
Cognitive Networks,,,,,,,,,Cognitive Networks        
RealScout,,,,,,,,,RealScout        
Therapydia,,,,,,,,,Therapydia        
MobileAccess Networks,,,,,,,,,MobileAccess Networks        
SponsorHub,,,,,,,,,SponsorHub        
Fuze Network,,,,,,,,,Fuze Network        
Weplay,,,,,,,,,Weplay        
Playdek,,,,,,,,,Playdek        
Dataminr,,,,,,,,,Dataminr        
Therma-Wave,,,,,,,,,Therma-Wave        
Arena Pharmaceuticals,,,,,,,,,Arena Pharmaceuticals        
Third Wave Technologies,,,,,,,,,Third Wave Technologies        
Hana Biosciences,,,,,,,,,Hana Biosciences        
Continuum Analytics,,,,,,,,,Continuum Analytics        
NanoPack,,,,,,,,,NanoPack        
EBR Systems,,,,,,,,,EBR Systems        
PhotoThera,,,,,,,,,PhotoThera        
VytronUS,,,,,,,,,VytronUS        
Barosense,,,,,,,,,Barosense        
Reliant Technologies,,,,,,,,,Reliant Technologies        
TriVascular,,,,,,,,,TriVascular        
Astute Medical,,,,,,,,,Astute Medical        
Sequent Medical,,,,,,,,,Sequent Medical        
Alder Biopharmaceuticals,,,,,,,,,Alder Biopharmaceuticals        
Karyopharm Therapeutics,,,,,,,,,Karyopharm Therapeutics        
ForSight VISION5,,,,,,,,,ForSight VISION5        
SeeWhy,,,,,,,,,SeeWhy        
EcoSMART Technologies,,,,,,,,,EcoSMART Technologies        
IPLogic,,,,,,,,,IPLogic        
Fanplayr,,,,,,,,,Fanplayr        
Vulcan Power,,,,,,,,,Vulcan Power        
Tradition Midstream,,,,,,,,,Tradition Midstream        
Endeavor Energy,,,,,,,,,Endeavor Energy        
Spiracur,,,,,,,,,Spiracur        
Benvenue Medical,,,,,,,,,Benvenue Medical        
Talima Therapeutics,,,,,,,,,Talima Therapeutics        
Pulmonx,,,,,,,,,Pulmonx        
Facet Solutions,,,,,,,,,Facet Solutions        
Cartilix,,,,,,,,,Cartilix        
TearScience,,,,,,,,,TearScience        
Simpirica Spine,,,,,,,,,Simpirica Spine        
thereNow,,,,,,,,,thereNow        
Yapert,,,,,,,,,Yapert        
GEOCOMtms,,,,,,,,,GEOCOMtms        
WANTED Technologies,,,,,,,,,WANTED Technologies        
Flud,,,,,,,,,Flud        
Are You a Human,,,,,,,,,Are You a Human        
Sociocast,,,,,,,,,Sociocast        
UpTo,,,,,,,,,UpTo        
Marxent Labs,,,,,,,,,Marxent Labs        
Stik,,,,,,,,,Stik        
Instore,,,,,,,,,Instore        
GINKGOTREE,,,,,,,,,GINKGOTREE        
Grand Circus,,,,,,,,,Grand Circus        
iRise,,,,,,,,,iRise        
Vhayu Technologies,,,,,,,,,Vhayu Technologies        
Vascular Magnetics,,,,,,,,,Vascular Magnetics        
Precursor Energetics,,,,,,,,,Precursor Energetics        
MoBeam,,,,,,,,,MoBeam        
"Essess, Inc",,,,,,,,,"Essess, Inc        "
Direct Flow Medical,,,,,,,,,Direct Flow Medical        
Fangtek,,,,,,,,,Fangtek        
M-Files,,,,,,,,,M-Files        
NeuroVigil,,,,,,,,,NeuroVigil        
uSamp,,,,,,,,,uSamp        
Boom Studios,,,,,,,,,Boom Studios        
Marval Biosciences,,,,,,,,,Marval Biosciences        
GameSalad,,,,,,,,,GameSalad        
Super Heat Games,,,,,,,,,Super Heat Games        
Seismic Games,,,,,,,,,Seismic Games        
ContextWeb,,,,,,,,,ContextWeb        
Worktopia,,,,,,,,,Worktopia        
drop.io,,,,,,,,,drop.io        
EXPO,,,,,,,,,EXPO        
Solvate,,,,,,,,,Solvate        
"IZEA, Inc.",,,,,,,,,"IZEA, Inc.        "
NanoOpto,,,,,,,,,NanoOpto        
Seamless Receipts,,,,,,,,,Seamless Receipts        
Yipit,,,,,,,,,Yipit        
Panvidea,,,,,,,,,Panvidea        
SinglePlatform,,,,,,,,,SinglePlatform        
Totsy,,,,,,,,,Totsy        
JIBE,,,,,,,,,JIBE        
PulsePoint,,,,,,,,,PulsePoint        
Jobfox,,,,,,,,,Jobfox        
Space Exploration Technologies,,,,,,,,,Space Exploration Technologies        
MyShape,,,,,,,,,MyShape        
Scientific Conservation,,,,,,,,,Scientific Conservation        
Gilt Groupe,,,,,,,,,Gilt Groupe        
SCIenergy,,,,,,,,,SCIenergy        
Raydiance,,,,,,,,,Raydiance        
QBotix,,,,,,,,,QBotix        
FeedBurner,,,,,,,,,FeedBurner        
Superfish,,,,,,,,,Superfish        
Expand Networks,,,,,,,,,Expand Networks        
Super Technologies Inc.,,,,,,,,,Super Technologies Inc.        
Greenvity Communications,,,,,,,,,Greenvity Communications        
Covenant Surgical Partners,,,,,,,,,Covenant Surgical Partners        
SoftLayer,,,,,,,,,SoftLayer        
Hive7,,,,,,,,,Hive7        
Cohuman,,,,,,,,,Cohuman        
Serus,,,,,,,,,Serus        
Truviso,,,,,,,,,Truviso        
UPEK,,,,,,,,,UPEK        
Availigent,,,,,,,,,Availigent        
Cranite Systems,,,,,,,,,Cranite Systems        
SeeSaw Networks,,,,,,,,,SeeSaw Networks        
Snaps,,,,,,,,,Snaps        
DoubleRecall,,,,,,,,,DoubleRecall        
Wemo Media,,,,,,,,,Wemo Media        
International Battery,,,,,,,,,International Battery        
Gatekeeper System,,,,,,,,,Gatekeeper System        
Valchemy,,,,,,,,,Valchemy        
Bills Khakis,,,,,,,,,Bills Khakis        
RNA Networks,,,,,,,,,RNA Networks        
SpaceCurve,,,,,,,,,SpaceCurve        
FlashSoft,,,,,,,,,FlashSoft        
Union Bay Networks,,,,,,,,,Union Bay Networks        
Provision Interactive Technologies,,,,,,,,,Provision Interactive Technologies        
IGA Worldwide,,,,,,,,,IGA Worldwide        
Digital Railroad,,,,,,,,,Digital Railroad        
Familybuilder,,,,,,,,,Familybuilder        
YogiPlay,,,,,,,,,YogiPlay        
Distill,,,,,,,,,Distill        
LOYAL3,,,,,,,,,LOYAL3        
Verient,,,,,,,,,Verient        
Skycross,,,,,,,,,Skycross        
Muzy,,,,,,,,,Muzy        
Fourier Systems,,,,,,,,,Fourier Systems        
The Guild,,,,,,,,,The Guild        
Touch Commerce,,,,,,,,,Touch Commerce        
Aligo,,,,,,,,,Aligo        
ProteinSimple,,,,,,,,,ProteinSimple        
Glaukos,,,,,,,,,Glaukos        
Nuon Therapeutics,,,,,,,,,Nuon Therapeutics        
Oraya Therapeutics,,,,,,,,,Oraya Therapeutics        
DiObex,,,,,,,,,DiObex        
Alimera Sciences,,,,,,,,,Alimera Sciences        
Microchip Biotechnologies,,,,,,,,,Microchip Biotechnologies        
Apnex Medical,,,,,,,,,Apnex Medical        
Afferent Pharmaceuticals,,,,,,,,,Afferent Pharmaceuticals        
Veracyte,,,,,,,,,Veracyte        
Celladon,,,,,,,,,Celladon        
Aria Diagnostics,,,,,,,,,Aria Diagnostics        
Zyga Technology,,,,,,,,,Zyga Technology        
ROX Medical,,,,,,,,,ROX Medical        
Epic Sciences,,,,,,,,,Epic Sciences        
Integrated Development Enterprise,,,,,,,,,Integrated Development Enterprise        
WeMonitor,,,,,,,,,WeMonitor        
Interplay Entertainment,,,,,,,,,Interplay Entertainment        
Bitium,,,,,,,,,Bitium        
Kaleo Software,,,,,,,,,Kaleo Software        
real5D,,,,,,,,,real5D        
Optimal,,,,,,,,,Optimal        
GENWI,,,,,,,,,GENWI        
Bobber Interactive Corporation,,,,,,,,,Bobber Interactive Corporation        
Water Health International,,,,,,,,,Water Health International        
Pfenex,,,,,,,,,Pfenex        
Nuvosun,,,,,,,,,Nuvosun        
Sionex,,,,,,,,,Sionex        
Primet Precision Materials,,,,,,,,,Primet Precision Materials        
Antigenics,,,,,,,,,Antigenics        
Searcheeze,,,,,,,,,Searcheeze        
Cognition Technologies,,,,,,,,,Cognition Technologies        
LucidPort Technology,,,,,,,,,LucidPort Technology        
RentJuice,,,,,,,,,RentJuice        
Enders Fund,,,,,,,,,Enders Fund        
UsTrendy,,,,,,,,,UsTrendy        
Tripping,,,,,,,,,Tripping        
Cloudbot,,,,,,,,,Cloudbot        
